"Product (20)","Description","Primary Vendor Name","Product Line Description","Web Category Description","Primary Vendor","Product Line Code","Web Category","Major Group Code","Major Group Description","Price Group Code","Price Group Description","UPC","Image File","Image Path","Image URL","Status","Available","Units of Measure"
"DCMA02","1/4 C X M ADAPTER                                           ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768206323","","","","N","0","EA"
"VK305H","VK305 - Microfast Quick       Response Horizontal Sidewall  ","BMB SALES","SPRINKLER HEAD","","00183","SPRINKLER","","","","","","","","","","N","0","EA"
"DCMA03","3/8 C X M ADAPTER                                           ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768206361","","","","N","0","EA"
"TUBST6030L","Mustee T6030L Fiberglass      Rectangular Alcove ""Left Hand""","E. L. Mustee & Sons, Inc.","STEAL TUBS","","01752","0035","","","","","","","","","","","30","EA"
"DCMA05","1/2 C X M ADAPTER                                           ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768232445","","","","N","0","EA"
"BRYSF25","2-1/2"" F X F Brass Why        Strainer LF                   ","MAYER MALBIN","Water Meter ","","00446","0176","","","","","","","","","","N","0","EA"
"AC2TBHPC","Fine Fixures BEVERLY          TOOTHBRUSH HOLDER - POLISHED  ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/11/AC2TBHPC.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/11/AC2TBHPC.jpg","N","0","EA"
"PVCC05","1/2"" PVC COUPLING                                           ","Alro Products International, LLC","PVC FITTINGS SCH-40","","00131","0166","","","","","","","","","","","144","EA"
"F36SW155C","F3 DRY SIDE WALL HEAD CROME   155F 6""                       ","Long Island Pipe Supply, Inc.","SPRINKLER HEAD","","00423","SPRINKLER","","","","","","","","","","N","0","EA"
"DCMA07","3/4 C X M ADAPTER                                           ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768232490","","","","N","0","EA"
"MGC60","6"" MG COUPLING                                              ","","***","","","096","","","","","","","","","","N","0","EA"
"PVCC07","3/4"" PVC COUPLING                                           ","Alro Products International, LLC","PVC FITTINGS SCH-40","","00131","0166","","","","","","","","https://ysps.shop/media/products/images/PVCC07.jpg","https://ysps.shop/media/products/images/PVCC07.jpg","","507","EA"
"DCMA10","1 C X M ADAPTER                                             ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768232520","","","","N","0","EA"
"SBNA3636","36"" X 36"" NEO ANGLE SHOWER    BASE                          ","Aqua Plumbing Supply Corporation","***","","00144","096","","","","","","","","","","N","0","EA"
"TUBST6030R","Mustee T6030R Fiberglass      Rectangular Alcove ""Right     ","E. L. Mustee & Sons, Inc.","STEAL TUBS","","01752","0035","","","","","","","","","","","27","EA"
"PVCC10","1"" PVC COUPLING                                             ","Alro Products International, LLC","PVC FITTINGS SCH-40","","00131","0166","","","","","","","","https://ysps.shop/media/products/images/PVCC07.jpg","https://ysps.shop/media/products/images/PVCC07.jpg","","377","EA"
"DCMA12","1-1/4 C X M ADAPTER                                         ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768206576","","","","N","0","EA"
"PVCC12","1-1/4 PVC COUPLING                                          ","Alro Products International, LLC","PVC FITTINGS SCH-40","","00131","0166","","","","","","","","","","","225","EA"
"FWB138","1-3/8 x 3-1/2 Forstner Wood   Bit                           ","All Fasteners USA","Hand Tools","","00122","0198","","","","","","","","","","","2","EA"
"FC03","3/8"" F & C Plate                                            ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","","","https://ysps.shop/media/products/images/FC03.jpg","https://ysps.shop/media/products/images/FC03.jpg","","24","EA"
"DCMA15","1-1/2 C X M ADAPTER                                         ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768206613","","","","N","0","EA"
"LG15SS","Fine Fixures SET OF 2 STEEL   LEGS FOR WALL HUNG VANITY -   ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/IMG_0065.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/IMG_0065.jpg","N","0","EA"
"KK1350","KISSLER KK-1350 KOLORKOTE     BEVELED WASHER 000 WHITE      ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","20","EA"
"KK1351","KISSLER KK-1351 KOLORKOTE     BEVELED WASHER 00 GREY        ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","20","EA"
"FC05","1/2"" F & C Plate                                            ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","80459521120","","https://ysps.shop/media/products/images/FC05.jpg","https://ysps.shop/media/products/images/FC05.jpg","","78","EA"
"SDM54SB","Fine Fixures SHOWER DOOR      DOUBLE SLIDING FRAMELESS 4    ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","","","N","0","EA"
"PVCC15","1-1/2 PVC DWV COUPLING                                      ","Alro Products International, LLC","PVC FITTINGS DWV","","00131","0013","","","","","","","","https://ysps.shop/media/products/images/PVCC15.jpg","https://ysps.shop/media/products/images/PVCC15.jpg","","253","EA"
"KK1352","KISSLER KK-1352 KOLORKOTE     BEVELED WASHER 0 RED          ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","20","EA"
"WH1211W","Fine Fixures 4'CC WALL HUNG   12.4'X11 WHITE WITH BRACKET   ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/IMG_5377.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/IMG_5377.jpg","N","0","EA"
"KK1353","KISSLER KK-1353 KOLORKOTE     BEVELED WASHER 1/4 GREEN      ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","16","EA"
"XE50M12CS55U1","Rheem Gladiator 50 Gal. Medium12-Year 5500-Watt Double      ","THE HOME DEPOT","***","","00632","096","","","","","","","","","","N","0","EA"
"RD14","1/4"" Quick Release Ratchet    Handle                        ","Reiss Wholesale Hardware Co.","Hand Tools","","00563","0198","","","","","","","","","","","3","EA"
"KK1354","KISSLER KK-1354 KOLORKOTE     BEVELED WASHER 1/4L BLUE      ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","16","EA"
"DCMA20","2 C X M ADAPTER                                             ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768206651","","","","N","0","EA"
"BRYSF40","4"" F X F Brass Why Strainer LF(DEP APPROVED)                ","","Y STRAINER / PUMP FLEX HOSE ","","","0205","","","","","","","","","","N","0","EA"
"KK1355","KISSLER KK-1355 KOLORKOTE     BEVELED WASHER 3/8 ORANGE     ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","20","EA"
"BTH400","AO Smith BTH-400 Commercial   Natural Gas Water Heater, 130 ","North Shore Plumbing Supply Co Inc","AO SMITH","","00770","0048","","","","","","","AOSmith BTH Cyclone_Mxi_Series.jpg","\\192.168.1.66\IMAGES/AOSmith BTH Cyclone_Mxi_Series.jpg","","N","0","EA"
"FC10","1"" F & C Plate                                              ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","","","","","","64","EA"
"KK1356","KISSLER KK-1356 KOLORKOTE     BEVELED WASHER 3/8L PURPLE    ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","10","EA"
"PVCC20","2"" PVC DWV COUPLING                                         ","Alro Products International, LLC","PVC FITTINGS DWV","","00131","0013","","","","","","","","https://ysps.shop/media/products/images/PVCC15.jpg","https://ysps.shop/media/products/images/PVCC15.jpg","","276","EA"
"KK1357","KISSLER KK-1357 KOLORKOTE     BEVELED WASHER 1/2 YELLOW     ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","10","EA"
"NHXCTY20","2"" NO HUB DOUBLE COMBINATION  TY                            ","AB&I Foundry Tyler Pipe","NO HUB FITTING x PALLET -4","","01615","0097","","03","NO HUB FITTINGS","","","","","https://ysps.shop/media/products/images/NHXCTY20.jpg","https://ysps.shop/media/products/images/NHXCTY20.jpg","","10","EA"
"FC12","1-1/4"" F & C Plate                                          ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","","","","","","29","EA"
"KK1358","KISSLER KK-1358 KOLORKOTE     BEVELED WASHER 5/8 BROWN      ","Kissler & Co. Inc","LIST","","00392","0087","","","","","","","","","","","8","EA"
"NHFFOSL40","4"" No Hub long Offset (4X4X2) Floor Flange                  ","EVERFLOW SUPPLIES INC","Toilet Flanges","","00283","0164","","","","","","80459511780","","https://ysps.shop/media/products/images/NHFFOSL40.jpg","https://ysps.shop/media/products/images/NHFFOSL40.jpg","","58","EA"
"DCMA25","2-1/2 C X M ADAPTER                                         ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768206682","","","","N","0","EA"
"SH60BL","Fine Fixures SHAWBRIDGE VANITY60"" WIDE - BLACK OAK STRAIGHT ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/60-2-10-2000x2000-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/06/60-2-10-2000x2000-1.jpg","N","0","EA"
"PUMP","A-C FIRE PUMP 1000GPM 120HP   (AS PER SPECS) WITH JOCKEY    ","US Pump Corp","SUMP PUMP","","00655","0061","","","","","","","","","","N","0","EA"
"FC15","1-1/2"" F & C Plate                                          ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","80459521112","","https://ysps.shop/media/products/images/FC05.jpg","https://ysps.shop/media/products/images/FC05.jpg","","123","EA"
"CVF30","3"" Flanged Check Valve DuctileIron Epoxy Coated             ",""," DUCTILE IRON FLANGE","","","flange","","","","","","","","","","N","0","EA"
"NRC711DVNG","NORITZ NRC711 157,000 BTU     Direct Vent Condensing        ","","***","","","096","","","","","","","","","","","0","EA"
"NHPIFF4020","4X2 NO HUB PUSH IN FLOOR      FLANGE                        ","EVERFLOW SUPPLIES INC","Toilet Flanges","","00283","0164","","","","","","80459540783","","","","","23","EA"
"SDM54SN","Fine Fixures SHOWER DOOR      DOUBLE SLIDING FRAMELESS 4    ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","","","N","0","EA"
"DCMA30","3 C X M ADAPTER                                             ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768206712","","","","N","0","EA"
"1701202","COMBINATION COIN/KEY AIR VALVE                              ","WALRICH CORPORATION","SPECIALTYS","","00666","0003","","","","","","80459548400","","https://ysps.shop/media/products/images/1701202.jpg","https://ysps.shop/media/products/images/1701202.jpg","","239","EA"
"FC20","2"" F & C Plate                                              ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","80459502102","","https://ysps.shop/media/products/images/FC05.jpg","https://ysps.shop/media/products/images/FC05.jpg","","56","EA"
"PVCC30","3"" PVC DWV COUPLING                                         ","Alro Products International, LLC","PVC FITTINGS DWV","","00131","0013","","","","","","","","https://ysps.shop/media/products/images/PVCC15.jpg","https://ysps.shop/media/products/images/PVCC15.jpg","","69","EA"
"AC2TBHSB","Fine Fixures BEVERLY          TOOTHBRUSH HOLDER - SATIN     ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2022/11/AC2TBHSB.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2022/11/AC2TBHSB.jpg","N","0","EA"
"EHPSR1100","100 ft, 500 Watt, 120 VAC PSR Pipe Tracing Heat Cable       ","Platsky Company","HEATING CABLE/ PUMP FLANGES","","00539","0207","","","","","","","","","","N","0","EA"
"G41806","41806 GERBER TRIP LEVER DRAIN IN SHOE                       ","AF SUPPLY","Gerber China","","00116","0038","","","","","","","","https://ysps.shop/media/products/images/G41806.jpg","https://ysps.shop/media/products/images/G41806.jpg","","6","EA"
"G5WR","Wrench For G5 Reliablr        Conceld Head                  ","Long Island Pipe Supply, Inc.","SPRINKLER HEAD","","00423","SPRINKLER","","","","","","","","","","N","0","EA"
"BKT0301","3/8"" x 1/8"" BLACK REDUCING TEE                              ","EVERFLOW SUPPLIES INC","BLACK FITTINGS","","00283","0009","","","","","","80459593127","","","","","20","EA"
"FC25","2-1/2"" F & C Plate                                          ","WALRICH CORPORATION","TUBULER:TUBULER","","00666","0014","","05","TUBULER","","","","1729014-1.jpg","https://ysps.shop/media/products/images/FC25.jpg","https://ysps.shop/media/products/images/FC25.jpg","","55","EA"
"G41807","41-807 GERBER TRIP LEVER      POP-UP W/SIDE OUTLET          ","AF SUPPLY","Gerber China","","00116","0038","","","","","","","","https://ysps.shop/media/products/images/G41807.jpg","https://ysps.shop/media/products/images/G41807.jpg","","7","EA"
"BKT0302","3/8"" x 1/4"" BLACK REDUCING TEE                              ","EVERFLOW SUPPLIES INC","BLACK FITTINGS","","00283","0009","","","","","","80459593128","","https://ysps.shop/media/products/images/BKT4010.jpg","https://ysps.shop/media/products/images/BKT4010.jpg","","60","EA"
"MV1616W","Fine Fixures MODERN VESSEL    SQUARE 16 X 16 WHITE SINGLE   ","FINE FIXTURE","FINE FIXTURES","","00296","0143","","","","","","","","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/MV1616W-2-2000x2000-1.jpg","https://finefixadmin.wpengine.com/wp-content/uploads/2020/08/MV1616W-2-2000x2000-1.jpg","N","0","EA"
"CVF40","4"" Flanged Check Valve DuctileIron Epoxy Coated             ","Service Metal"," DUCTILE IRON FLANGE","","01122","flange","","","","","","","","","","","0","EA"
"XHTY6030","6 X 3 SANITARY TEE XH-43                                    ","","EXTRA HEAVY FITTINGS","","","0132","","","","","","","","","","N","0","EA"
"STXT12","1-1/4"" CROSS STEAM TEE                                      ","EVERFLOW SUPPLIES INC","STEAM FITTINGS","","00283","0077","","","","","","","","","","N","0","EA"
"97065","RIDGID 811A 1/2-2"" DIE HEAD   FOR 300                       ","AF SUPPLY","0142","","00116","0142","","","","","","095691970657","","","","N","0","EA"
"BRT2510","2 1/2 X 1 BRASS TEE                                         ","EVERFLOW SUPPLIES INC","BRASS FITTINGS","","00283","0005","","","","","","80459599165","","","","N","0","EA"
"DCMA40","4 C X M ADAPTER                                             ","EVERFLOW SUPPLIES INC","Copper Domestic Fittings","","00283","0217","","","","","","685768241829","","","","N","0","EA"
"DBKXT15","1-1/2 BLACK MALLEABLE USA     CROSS                         ","Platsky Company","BLACK FITTING USA","","00539","0129","","","","","","","","","","N","0","EA"
"T17467-BL","DELTA Monitor 17 Series       H2Okinetic Tub & Shower Trim  ","AF SUPPLY","DELTA","","00116","0066","","","","","","","","","","N","0","EA"
"FC30","3"" F & C Plate                                              ","EVERFLOW SUPPLIES INC","TUBULER:TUBULER","","00283","0014","","05","TUBULER","","","","","","","N","8","EA"
"PVCC40","4"" PVC DWV COUPLING                                         ","Alro Products International, LLC","PVC FITTINGS DWV","","00131","0013","","","","","","","","https://ysps.shop/media/products/images/PVCC15.jpg","https://ysps.shop/media/products/images/PVCC15.jpg","","38","EA"
"BRT2512","BRASS TEE 21/2 X 11/4                                       ","EVERFLOW SUPPLIES INC","BRASS FITTINGS","","00283","0005","","","","","","","","","","N","0","EA"
"BRC3015","3X1-1/2 BRASS COUPLING                                      ","EVERFLOW SUPPLIES INC","BRASS FITTINGS","","00283","0005","","","","","","80459599325","","","","N","0","EA"
"G41813","GERBER 41-813 TRIP LEVER      WASTE Fits most tubs to 24""   ","AF SUPPLY","Gerber China","","00116","0038","","","","","","","","https://ysps.shop/media/products/images/G41813.jpg","https://ysps.shop/media/products/images/G41813.jpg","","23","EA"
"1677002","W/R 1677002 RUBBER DISHWASHER DRAIN CONECTER                ","WALRICH CORPORATION","INSULATION:FERNCO COUPLINGS","","00666","0100","","","","","","","","https://ysps.shop/media/products/images/1677002-1.jpg","https://ysps.shop/media/products/images/1677002-1.jpg","","18","EA"
